id,question_code,question,closed_answer,enps_month
1180,ABC10,I enjoy the colleagues I work with,0,0
1181,ABC1,I have the resources I need to do my job well,0,9
1182,ABC2,I am able to successfully balance my work and personal life,0,2
1183,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,3
1184,ABC4,I would recommend my direct manager to others,0,9
1185,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,6
1186,ABC6,I have confidence in the leadership team,0,3
1187,ABC7,I have good career opportunities at this organization,0,8
1188,ABC8,The work that I do at this organization is meaningful to me,0,4
1189,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,3
1190,ABC10,I enjoy the colleagues I work with,0,7
1191,ABC1,I have the resources I need to do my job well,1,2
1192,ABC2,I am able to successfully balance my work and personal life,1,5
1193,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,1
1194,ABC4,I would recommend my direct manager to others,1,2
1195,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
1196,ABC6,I have confidence in the leadership team,1,7
1197,ABC7,I have good career opportunities at this organization,0,8
1198,ABC8,The work that I do at this organization is meaningful to me,1,1
1199,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,2
1200,ABC10,I enjoy the colleagues I work with,1,7
1201,ABC1,I have the resources I need to do my job well,1,6
1202,ABC2,I am able to successfully balance my work and personal life,1,6
1203,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,10
1204,ABC4,I would recommend my direct manager to others,1,6
1205,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
1206,ABC6,I have confidence in the leadership team,0,2
1207,ABC7,I have good career opportunities at this organization,1,5
1208,ABC8,The work that I do at this organization is meaningful to me,0,7
1209,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,2
1210,ABC10,I enjoy the colleagues I work with,0,3
1211,ABC1,I have the resources I need to do my job well,1,2
1212,ABC2,I am able to successfully balance my work and personal life,1,8
1213,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,7
1214,ABC4,I would recommend my direct manager to others,1,2
1215,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,4
1216,ABC6,I have confidence in the leadership team,1,9
1217,ABC7,I have good career opportunities at this organization,1,1
1218,ABC8,The work that I do at this organization is meaningful to me,1,8
1219,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,1
1220,ABC10,I enjoy the colleagues I work with,0,9
1221,ABC1,I have the resources I need to do my job well,1,3
1222,ABC2,I am able to successfully balance my work and personal life,0,1
1223,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,3
1224,ABC4,I would recommend my direct manager to others,0,6
1225,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
1226,ABC6,I have confidence in the leadership team,0,0
1227,ABC7,I have good career opportunities at this organization,0,4
1228,ABC8,The work that I do at this organization is meaningful to me,0,3
1229,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,2
1230,ABC10,I enjoy the colleagues I work with,0,9
1231,ABC1,I have the resources I need to do my job well,0,4
1232,ABC2,I am able to successfully balance my work and personal life,0,8
1233,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,7
1234,ABC4,I would recommend my direct manager to others,1,7
1235,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
1236,ABC6,I have confidence in the leadership team,0,7
1237,ABC7,I have good career opportunities at this organization,1,0
1238,ABC8,The work that I do at this organization is meaningful to me,0,8
1239,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,0
1240,ABC10,I enjoy the colleagues I work with,1,0
1241,ABC1,I have the resources I need to do my job well,0,6
1242,ABC2,I am able to successfully balance my work and personal life,1,10
1243,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,3
1244,ABC4,I would recommend my direct manager to others,0,5
1245,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
1246,ABC6,I have confidence in the leadership team,1,1
1247,ABC7,I have good career opportunities at this organization,0,0
1248,ABC8,The work that I do at this organization is meaningful to me,0,7
1249,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,3
1250,ABC10,I enjoy the colleagues I work with,0,4
1251,ABC1,I have the resources I need to do my job well,1,7
1252,ABC2,I am able to successfully balance my work and personal life,1,9
1253,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,8
1254,ABC4,I would recommend my direct manager to others,1,7
1255,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,9
1256,ABC6,I have confidence in the leadership team,0,6
1257,ABC7,I have good career opportunities at this organization,0,5
1258,ABC8,The work that I do at this organization is meaningful to me,0,8
1259,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,9
1260,ABC10,I enjoy the colleagues I work with,0,1
1261,ABC1,I have the resources I need to do my job well,0,3
1262,ABC2,I am able to successfully balance my work and personal life,0,7
1263,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,9
1264,ABC4,I would recommend my direct manager to others,0,0
1265,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,8
1266,ABC6,I have confidence in the leadership team,1,4
1267,ABC7,I have good career opportunities at this organization,0,1
1268,ABC8,The work that I do at this organization is meaningful to me,1,6
1269,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,1
1270,ABC10,I enjoy the colleagues I work with,1,6
1271,ABC1,I have the resources I need to do my job well,0,7
1272,ABC2,I am able to successfully balance my work and personal life,0,0
1273,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,1
1274,ABC4,I would recommend my direct manager to others,1,6
1275,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
1276,ABC6,I have confidence in the leadership team,1,2
1277,ABC7,I have good career opportunities at this organization,1,10
1278,ABC8,The work that I do at this organization is meaningful to me,0,7
1279,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,7
1280,ABC10,I enjoy the colleagues I work with,0,10
1281,ABC1,I have the resources I need to do my job well,1,1
1282,ABC2,I am able to successfully balance my work and personal life,0,4
1283,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,9
1284,ABC4,I would recommend my direct manager to others,0,9
1285,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,7
1286,ABC6,I have confidence in the leadership team,0,8
1287,ABC7,I have good career opportunities at this organization,1,9
1288,ABC8,The work that I do at this organization is meaningful to me,1,9
1289,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,9
1290,ABC10,I enjoy the colleagues I work with,1,3
1291,ABC1,I have the resources I need to do my job well,1,5
1292,ABC2,I am able to successfully balance my work and personal life,0,6
1293,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,7
1294,ABC4,I would recommend my direct manager to others,0,9
1295,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,2
1296,ABC6,I have confidence in the leadership team,0,9
1297,ABC7,I have good career opportunities at this organization,1,4
1298,ABC8,The work that I do at this organization is meaningful to me,1,2
1299,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,2
1300,ABC10,I enjoy the colleagues I work with,1,5
1301,ABC1,I have the resources I need to do my job well,1,3
1302,ABC2,I am able to successfully balance my work and personal life,0,0
1303,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,4
1304,ABC4,I would recommend my direct manager to others,1,1
1305,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,2
1306,ABC6,I have confidence in the leadership team,0,2
1307,ABC7,I have good career opportunities at this organization,0,2
1308,ABC8,The work that I do at this organization is meaningful to me,1,1
